joint1,joint2,joint3,joint4,joint5,joint6,joint7
0.0008592285512747378,1.57511604497698,0.008877017707908207,8.4101122411736e-06,-0.008688837436375144,1.5265415109359286,0.7838829445254124
0.0008590194664255812,1.5748005905367282,0.008876757203852897,9.994494237586657e-05,-0.008689094272412304,1.5261728893900943,0.7838838703893307
0.0008586263403607157,1.5742074659595962,0.00887626739823303,0.00027205080138074483,-0.008689577181341442,1.5254797988179025,0.7838856112196217
0.0008580011388929488,1.5732642002000028,0.008875488444050571,0.0005457564782045238,-0.00869034516748705,1.5243775538085882,0.7838883797199844
0.0008571021715818651,1.5719078932697457,0.008874368398140629,0.000939313545819093,-0.008691449442630122,1.522792653127343,0.7838923605029079
0.0008558938429594417,1.5700848409024184,0.008872862911217217,0.0014683052716499766,-0.00869293373159809,1.5206623411201823,0.7838977111912888
0.0008543464037556653,1.567750159217827,0.008870934917919012,0.0021457555280068037,-0.008694834577854764,1.5179341691188069,0.7839045635200461
0.0008524357021241488,1.5648674093864061,0.008868554326855117,0.0029822377025137663,-0.008697181649090276,1.5145655568454688,0.7839130244377379
0.0008501429348677481,1.5614082222936359,0.008865697710650811,0.003985983608540084,-0.008699998042811024,1.5105233538178358,0.7839231772081774
0.0008474543986641783,1.5573519232044586,0.008862347995993322,0.005162992395630471,-0.008703300591929603,1.5057834007538553,0.7839350825120484
0.0008443612412916304,1.5526851564276944,0.00885849415367757,0.0065171394599356,-0.00870710017035476,1.5003300909766188,0.783948779548522
0.0008408592128543885,1.5474015099804583,0.008854130888651942,0.008050285354642552,-0.008711401998581324,1.4941559318192263,0.7839642871368725
0.0008369484170084456,1.541501140252577,0.008849258330064034,0.009762384700405309,-0.008716205949280152,1.4872611060296514,0.783981604818093
0.0008326330621871205,1.5349903966710043,0.008843881721306426,0.011651595095775187,-0.008721506852888071,1.4796530331756041,0.7840007139565122
0.0008279212128266748,1.5278814463642394,0.008838011110062431,0.013714386027631325,-0.00872729480319782,1.4713459310493973,0.7840215788414098
0.000822824540591929,1.5201918988267413,0.008831661038351854,0.015945647781611123,-0.008733555462947984,1.4623603770728093,0.7840441477886327
0.0008173580756018792,1.511944430583347,0.00882485023257676,0.01833880035254073,-0.008740270369412948,1.4527228697019492,0.7840683542422116
0.0008115399576553141,1.5031664098536868,0.008817601293567224,0.020885902354865496,-0.008747417239992823,1.4424653898321214,0.784094117875976
0.0008053911874564312,1.4938895212166015,0.008809940386627088,0.02357775993308043,-0.008754970277803401,1.431624962202689,0.7841213456951712
0.0007989353778404534,1.4841493902745588,0.008801896931579732,0.026404035672160694,-0.008762900477266088,1.42024321680194,0.784149933138074
0.0007921985049992461,1.4739852083180696,0.008793503292813823,0.02935335750799201,-0.00877117592969785,1.4083659502719494,0.7841797651776085
0.0007852086597069331,1.4634393569901045,0.008784794469329076,0.03241342763780121,-0.008779762128901152,1.3960426873134457,0.7842107174229626
0.000777995798545514,1.4525570329505106,0.008775807784782012,0.03557113143058657,-0.008788622276753895,1.383326242090674,0.7842426572212037
0.0007705914951304801,1.4413858725404276,0.008766582577531722,0.0388126463375484,-0.008797717588799369,1.370272279636261,0.784275444758895
0.0007630286913364314,1.4299755764467044,0.008757159890685621,0.042123550802519484,-0.00880700759983618,1.3569388772560786,0.7843089341637114
0.0007553414485226932,1.4183775343663159,0.00874758216214521,0.045488933172395454,-0.0088164504695082,1.3433860859341098,0.7843429746060555
0.0007475646987589327,1.4066444496707793,0.008737892914651832,0.048893500607565366,-0.008826003287894511,1.3296754917373115,0.7843774114006737
0.0007397339960507752,1.39482996407057,0.008728136445832433,0.05232168799234215,-0.008835622381099336,1.31586977722048,0.7844120871082727
0.0007318852675654217,1.3829882822795394,0.008718357518245318,0.0557577668453929,-0.00884526361684199,1.3020322828311148,0.7844468426371344
0.0007240545648572642,1.37117379667933,0.008708601049425918,0.059185954230169695,-0.008854882710046816,1.2882265683142833,0.7844815183447333
0.0007162778150935035,1.359440711983793,0.00869891180193254,0.06259052166533964,-0.008864435528433127,1.274515974117485,0.7845159551393516
0.0007085905722797653,1.3478426699034047,0.008689334073392129,0.0659559040352156,-0.008873878398105148,1.2609631827955161,0.7845499955816957
0.0007010277684857166,1.3364323738096815,0.008679911386546028,0.0692668085001867,-0.008883168409141958,1.2476297804153338,0.7845834849865121
0.0006936234650706827,1.3252612133995985,0.008670686179295738,0.07250832340714852,-0.008892263721187432,1.2345758179609208,0.7846162725242034
0.0006864106039092636,1.3143788893600044,0.008661699494748674,0.0756660271999339,-0.008901123869040175,1.2218593727381488,0.7846482123224445
0.0006794207586169506,1.3038330380320395,0.008652990671263927,0.07872609732974306,-0.008909710068243476,1.2095361097796453,0.7846791645677986
0.0006726838857757432,1.2936688560755503,0.008644597032498019,0.08167541916557441,-0.008917985520675239,1.1976588432496547,0.7847089966073331
0.0006662280761597656,1.2839287251335076,0.008636553577450662,0.08450169490465463,-0.008925915720137926,1.1862770978489057,0.7847375840502359
0.0006600793059608828,1.2746518364964226,0.008628892670510528,0.08719355248286954,-0.008933468757948504,1.1754366702194736,0.784764811869431
0.0006542611880143175,1.2658738157667622,0.00862164373150099,0.08974065448519437,-0.00894061562852838,1.1651791903496456,0.7847905755031955
0.0006487947230242678,1.2576263475233678,0.008614832925725896,0.09213380705612394,-0.008947330534993343,1.1555416829787855,0.7848147819567743
0.000643698050789522,1.2499367999858697,0.00860848285401532,0.09436506881010373,-0.008953591194743506,1.1465561290021975,0.7848373509039973
0.0006389862014290765,1.242827849679105,0.008602612242771325,0.0964278597419598,-0.008959379145053254,1.1382490268759908,0.7848582157888949
0.0006346708466077511,1.236317106097532,0.008597235634013716,0.09831707013732982,-0.008964680048661175,1.130640954021943,0.7848773249273141
0.0006307600507618081,1.2304167363696505,0.008592363075425808,0.1000291694830926,-0.008969483999360003,1.123746128232368,0.7848946426085346
0.0006272580223245664,1.2251330899224149,0.00858799981040018,0.10156231537779947,-0.008973785827586567,1.1175719690749761,0.784910150196885
0.0006241648649520184,1.2204663231456503,0.008584145968084428,0.10291646244210464,-0.008977585406011724,1.1121186592977392,0.7849238472333587
0.000621476328748449,1.2164100240564735,0.008580796253426939,0.10409347122919489,-0.008980887955130303,1.1073787062337592,0.7849357525372297
0.0006191835614920478,1.2129508369637028,0.008577939637222634,0.1050972171352214,-0.00898370434885105,1.1033365032061258,0.7849459053076692
0.0006172728598605311,1.2100680871322815,0.008575559046158738,0.10593369930972844,-0.008986051420086565,1.0999678909327872,0.784954366225361
